ETABLISSEMENT_Type;ETABLISSEMENT_Nom;FORMATION_Nom;FORMATION_Domaine;FORMATION_Specialite;FORMATION_Descriptif;FORMATION_Niveau_de_diplme_lentree;FORMATION_Niveau_de_diplme_en_sortie;FORMATION_Duree_en_annees;FORMATION_Total_ECTS;UNITE_DE_VALEUR_COURS_Questions_ENV_au_sens_large_evoquees_oui_non;UNITE_DE_VALEUR_COURS_Enjeux_transition_energetiqueclimat_abordes_oui_non;UNITE_DE_VALEUR_COURS_Nom_du_cours;UNITE_DE_VALEUR_COURS_Cours_optionnel_ou_obligatoire;UNITE_DE_VALEUR_COURS_Duree_du_cours_en_nombre_dheures;UNITE_DE_VALEUR_COURS_Formation_initiale_ou_continue
Universite;Universite_de_Strasbourg;Archeologie_de_lEurope_moyenne;Sciences_Humaines_et_sociales;MASTER_Archeologie_sciences_pour_larcheologie;Connaissances_sur_les_civilisations_antiques_qui_se_sont_developpees_sur_le_pourtour_mediterraneen_et_sur_le_continent_europeen_partir_de_letude_des_donnees_archeologiques_quelles_soient_enfouies_ou_conservees_en_elevation_de_la_Prehistoire_au_Moyen_ge;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Archeologie_des_mondes_anciens;Sciences_Humaines_et_sociales;MASTER_Archeologie_sciences_pour_larcheologie;Le_principal_objectif_de_ce_parcours_est_celui_de_permettre_letudiant_dacquerir_de_plus_amples_connaissances_sur_les_civilisations_antiques_qui_se_sont_developpees_sur_le_pourtour_mediterraneen_Italie_gypte_bassin_egeen_Balkans_au_ProcheOrient_et_en_France_metropolitaine_partir_de_letude_des_donnees_archeologiques_de_lhistoire_et_des_sources_ecrites;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Architecture_et_archeologie;Sciences_Humaines_et_sociales;MASTER_Archeologie_sciences_pour_larcheologie;Permettre_aux_etudiants_delargir_progressivement_leurs_connaissances_dans_deux_domaines_specifiques_archeologie_et_architecture_et_dacquerir_des_competences_professionnelles_notamment_en_ce_qui_concerne_la_gestion_dun_chantier_de_fouille_ou_dune_campagne_de_prospection_letude_et_la_valorisation_dune_collection_de_mobilier_letude_de_documents_complementaires_aux_ressources_materielles_sources_ecrites_iconographiques_la_publication_et_la_valorisation_dun_site_ou_dune_collection_en_vue_de_louverture_au_grand_public;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Trinational_bilingue_des_sciences_de_lAntiquite;Sciences_Humaines_et_sociales;MASTER_Archeologie_sciences_pour_larcheologie;La_Faculte_des_Sciences_historiques_propose_deux_parcours_de_master_trinational_bilingue_en_mention_Histoire_et_en_mention_Archeologie_Ces_parcours_de_master_font_partie_des_missions_du_groupement_de_recherche_du_Collegium_Beatus_Rhenanus_CBR_qui_reunit_depuis_1997_les_antiquisants_des_quatre_universites_partenaires_Strasbourg_UHA_FribourgenBrisgau_et_Bale_dans_le_cadre_dEucor_https_cbrunibasch_fr_Ces_parcours_en_Histoire_et_en_Archeologie_sont_adosses_lUMR_7044_Archimede_dont_ils_constituent_un_element_strategique_majeur_pour_la_cooperation_scientifique_transfrontaliere_developpee_avec_les_equipes_de_recherche_de_FribourgenBrisgau_et_de_Bale_dans_le_cadre_du_CBR;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Interdisciplinaire_des_mondes_de_lAntiquite_MIMA;Sciences_Humaines_et_sociales;MASTER_Archeologie_sciences_pour_larcheologie;Au_sein_de_lUniversite_de_Strasbourg_letude_des_mondes_anciens_cestdire_des_societes_et_des_cultures_de_lAntiquite_grecoromaine_se_partage_en_de_nombreuses_disciplines_differentes_mais_complementaires_disposant_chacune_de_sa_propre_approche_epistemologique_et_de_ses_propres_objectifs_archeologie_des_mondes_anciens_histoire_ancienne_philologie_classique_philosophie_ancienne_histoire_du_judaisme_et_du_christianisme_antiques_suivant_une_perspective_catholique_ou_protestante;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Approches_critiques_des_arts_de_la_scene_ACAS;Arts_Lettres_Langues;MASTER_Arts_de_la_scene_et_du_spectacle_vivant;Le_Master_arts_de_la_scene_et_du_spectacle_vivant_parcours_approches_critiques_des_arts_de_la_scene_forme_la_recherche_dans_le_domaine_des_arts_de_la_scene_en_approfondissant_les_connaissances_en_histoire_et_esthetique_des_arts_de_la_scene_acquises_dans_le_cadre_dune_licence_en_Arts_du_spectacle_parcours_theatre_ou_danse;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Approches_des_politiques_des_arts_de_la_scene_et_de_leur_mediation_APAM;Arts_Lettres_Langues;MASTER_Arts_de_la_scene_et_du_spectacle_vivant;Le_Master_arts_de_la_scene_et_du_spectacle_vivant_parcours_approches_des_politiques_des_arts_de_la_scene_et_de_leur_mediation_vise_en_priorite_donner_une_formation_dans_le_domaine_du_spectacle_vivant_tout_en_approfondissant_les_connaissances_en_histoire_et_esthetique_des_arts_de_la_scene_acquises_dans_le_cadre_dune_licence_en_Arts_du_spectacle_parcours_theatre_ou_danse;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Arts_plastiques_Theorie_pratique;Arts_Lettres_Langues;MASTER_Arts_plastiques;Le_parcours_du_Master_est_fonde_sur_une_articulation_entre_pratique_et_theorie_des_arts_plastiques_Cette_formation_est_destinee_des_etudiants_praticiens_soucieux_de_professionnaliser_leur_pratique_personnelle_des_arts_plastiques_et_denrichir_la_dimension_reflexive_de_leurs_recherches;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;CritiqueEssais_ecritures_de_lart_contemporain;Arts_Lettres_Langues;MASTER_Arts_plastiques;Le_parcours_CritiqueEssais_est_dedie_lecriture_sur_la_creation_contemporaine_arts_visuels_et_arts_vivants_conue_comme_une_activite_critique_et_analytique_destinee_une_diversite_de_supports_formats_et_publics_Cette_specialite_unique_en_France_est_ouverte_des_etudiants_titulaires_dune_Licence_en_Histoire_de_lart_Lettres_Philosophie_Arts_du_spectacle_ou_diplmes_decoles_dart_Elle_propose_une_pedagogie_innovante_centree_sur_une_articulation_dynamique_entre_la_recherche_universitaire_lacquisition_de_competences_professionnelles_et_la_realisation_concrete_de_projets_curatoriaux_et_editoriaux_grace_un_reseau_international_de_chercheurs_et_de_partenaires_culturels_renommes;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Preparation_au_concours_de_lAgregation_externe_Arts_plastiques;Arts_Lettres_Langues;MASTER_Arts_plastiques;Le_parcours_du_Master_et_la_Preparation_au_concours_de_lAgregation_sont_fondes_sur_une_articulation_entre_pratique_et_theorie_des_arts_plastiques_Ces_formations_sont_destinees_des_etudiants_praticiens_soucieux_de_professionnaliser_leur_pratique_personnelle_des_arts_plastiques_et_denrichir_la_dimension_reflexive_de_leurs_recherches;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;International_Master_of_Biomedicine;Sciences_Technologie_Sante;MASTER_Biologiesante;Le_parcours_International_Master_of_Biomedicine_a_pour_but_de_former_les_etudiants_la_pratique_internationale_de_la_Biomedecine_qui_deviendront_experts_de_differentes_disciplines_dans_le_domaine_de_la_biologie_et_de_la_sante_Le_cursus_est_caracterise_par_une_progression_pedagogique_dispensee_dans_trois_universites_europeennes_sappuyant_sur_le_potentiel_enseignant_et_de_recherche_local;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Recherche_en_biomedecine;Sciences_Technologie_Sante;MASTER_Biologiesante;Ce_Master_Biologie_Sante_represente_une_offre_de_formation_et_par_la_recherche_emanant_des_Facultes_de_Medecine_et_de_Chirurgie_Dentaire_qui_rassemble_la_precedente_mention_de_master_Biomorphologie_Biomateriaux_la_specialite_Physiopathologie_de_la_molecule_lHomme_de_la_mention_Sciences_du_Vivant_et_se_declinera_en_trois_parcours_Recherche_en_biomedecine_International_master_of_Biomedicine_Biomateriaux_pour_la_sante_Cette_nouvelle_formation_a_pour_objectif_de_mieux_former_encore_les_nouveaux_diplmes_au_monde_de_la_recherche_et_aux_besoins_des_entreprises_specialisees_dans_le_diagnostic_et_ou_la_therapeutique_medicale_ainsi_que_dans_le_domaine_des_materiaux_en_relation_avec_le_vivant_la_medecine_translationnelle;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Biomateriaux_pour_la_sante;Sciences_Technologie_Sante;MASTER_Biologiesante;Ce_projet_de_Master_Biologie_Sante_represente_une_offre_de_formation_et_par_la_recherche_emanant_des_Facultes_de_Medecine_et_de_Chirurgie_Dentaire_qui_rassemble_la_precedente_mention_de_master_Biomorphologie_Biomateriaux_la_specialite_Physiopathologie_de_la_molecule_lHomme_de_la_mention_Sciences_du_Vivant_et_se_declinera_en_trois_parcours_Recherche_en_biomedecine_International_master_of_Biomedicine_Biomateriaux_pour_la_sante_Cette_nouvelle_formation_a_pour_objectif_de_mieux_former_encore_les_nouveaux_diplmes_au_monde_de_la_recherche_et_aux_besoins_des_entreprises_specialisees_dans_le_diagnostic_et_ou_la_therapeutique_medicale_ainsi_que_dans_le_domaine_des_materiaux_en_relation_avec_le_vivant_la_medecine_translationnelle;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Biotechnologie_synthetique;Sciences_Technologie_Sante;MASTER_Biotechnologies;Le_Master_mettra_laccent_sur_les_aspects_experimentaux_et_technologiques_des_biotechnologies_ainsi_que_sur_la_reglementation_et_lenregistrement_appliques_la_sante_Lobjectif_du_Master_sera_de_former_des_acteurs_scientifiques_de_haut_niveau_de_qualification_capables_de_sinserer_dans_les_secteurs_des_biotechnologies_et_de_les_faire_evoluer_La_formation_sera_assuree_par_des_specialistes_issus_de_differentes_universites_ainsi_que_de_nombreux_acteurs_industriels_Le_Master_beneficiera_du_positionnement_europeen_et_international_de_lESBS;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Biotechnologies_haut_debit;Sciences_Technologie_Sante;MASTER_Biotechnologies;Le_Master_mettra_laccent_sur_les_aspects_experimentaux_et_technologiques_des_biotechnologies_ainsi_que_sur_la_reglementation_et_lenregistrement_appliques_la_sante_Lobjectif_du_Master_sera_de_former_des_acteurs_scientifiques_de_haut_niveau_de_qualification_capables_de_sinserer_dans_les_secteurs_des_biotechnologies_et_de_les_faire_evoluer_La_formation_sera_assuree_par_des_specialistes_issus_de_differentes_universites_ainsi_que_de_nombreux_acteurs_industriels;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Biotechnologie_pharmaceutique;Sciences_Technologie_Sante;MASTER_Biotechnologies;Le_Master_mettra_laccent_sur_les_aspects_experimentaux_et_technologiques_des_biotechnologies_ainsi_que_sur_la_reglementation_et_lenregistrement_appliques_la_sante_Lobjectif_du_Master_sera_de_former_des_acteurs_scientifiques_de_haut_niveau_de_qualification_capables_de_sinserer_dans_les_secteurs_des_biotechnologies_et_de_les_faire_evoluer_La_formation_sera_assuree_par_des_specialistes_issus_de_differentes_universites_ainsi_que_de_nombreux_acteurs_industriels;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Chimie_moleculaire_et_supramoleculaire;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_la_fois_theorique_et_experimentale_permet_de_former_des_specialistes_de_chimie_moleculaire_et_supramoleculaire_de_tres_haut_niveau_Cette_formation_prepare_les_etudiants_integrer_les_meilleures_ecoles_doctorales_en_France_ou_letranger_et_ainsi_de_poursuivre_dans_de_bonnes_conditions_leur_formation_en_doctorat;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Chimie_verte;Sciences_Technologie_Sante;MASTER_Chimie;Former_des_professionnels_maitrisant_les_concepts_et_technologies_de_la_chimie_et_sensibilises_aux_strategies_devaluation_et_de_contrle_des_produits_sur_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Chimie_verte;Obligatoire;24.0;1.0
Universite;Universite_de_Strasbourg;Chimie_verte;Sciences_Technologie_Sante;MASTER_Chimie;Former_des_professionnels_maitrisant_les_concepts_et_technologies_de_la_chimie_et_sensibilises_aux_strategies_devaluation_et_de_contrle_des_produits_sur_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Mecanismes_et_evaluation_de_la_pollution_de_lenvironnement;Obligatoire;24.0;
Universite;Universite_de_Strasbourg;Chimie_verte;Sciences_Technologie_Sante;MASTER_Chimie;Former_des_professionnels_maitrisant_les_concepts_et_technologies_de_la_chimie_et_sensibilises_aux_strategies_devaluation_et_de_contrle_des_produits_sur_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Projet_interdisciplinaire_en_environnement;Obligatoire;87.0;
Universite;Universite_de_Strasbourg;Chimie_verte;Sciences_Technologie_Sante;MASTER_Chimie;Former_des_professionnels_maitrisant_les_concepts_et_technologies_de_la_chimie_et_sensibilises_aux_strategies_devaluation_et_de_contrle_des_produits_sur_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Evaluation_des_impacts_sur_lenvironnement_ACV;Obligatoire;72.0;
Universite;Universite_de_Strasbourg;Preparation_lagregation;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_est_tout_particulierement_destinee_aux_etudiants_souhaitant_se_preparer_au_concours_de_lagregation_de_sciences_physiques_option_chimie_Les_etudiants_admis_au_concours_peuvent_devenir_professeurs_de_sciences_physiques_en_colleges_lycees_classes_preparatoires_et_BTS_ou_PRAG_en_IUT_et_universites;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Chimie_biologie_et_medicament;Sciences_Technologie_Sante;MASTER_Chimie;La_specialite_Chimie_Biologie_et_Medicamentpermet_aux_etudiants_dacquerir_en_fin_de_M2_une_triple_competence_en_chimie_biologie_et_medicament_Cette_formation_interdisciplinaire_repose_sur_un_enseignement_fondamental_et_applique_de_haut_niveau_linterface_de_la_chimie_organique_de_la_biologie_moleculaire_et_cellulaire_la_biophysique_et_le_medicament;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Chimie_physique_et_materiaux;Sciences_Technologie_Sante;MASTER_Chimie;Cette_liere_de_master_chimie_physique_et_materiaux_a_pour_objectif_dapporter_aux_etudiants_les_connaissances_et_competences_fondamentales_tant_theoriques_quexperimentales_necessaires_la_comprehension_de_la_matiere_Ce_master_offre_une_formation_approfondie_en_chimie_physique_enchimie_des_materiaux_ou_en_chimie_theorique;Bac+3;Bac+5;2.0;120.0;oui;oui;Energy_conversion;Obligatoire;24.0;1.0
Universite;Universite_de_Strasbourg;Sciences_analytiques;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_a_pour_objectif_de_former_des_experts_dans_le_domaine_des_sciences_analytiques_Elle_commence_par_une_formation_de_chimie_et_de_chimie_physique_de_haut_niveau_puis_les_etudiants_sont_formes_la_comprehension_des_principes_et_la_mise_en_uvre_des_methodes_la_pointe_des_sciences_analytiques_Les_secteurs_dactivites_vises_sont_lindustrie_chimique_lindustrie_pharmaceutique_cosmetique_lagroalimentaire_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Evaluation_des_impacts_sur_lenvironnement_ACV;Obligatoire;72.0;1.0
Universite;Universite_de_Strasbourg;Sciences_analytiques;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_a_pour_objectif_de_former_des_experts_dans_le_domaine_des_sciences_analytiques_Elle_commence_par_une_formation_de_chimie_et_de_chimie_physique_de_haut_niveau_puis_les_etudiants_sont_formes_la_comprehension_des_principes_et_la_mise_en_uvre_des_methodes_la_pointe_des_sciences_analytiques_Les_secteurs_dactivites_vises_sont_lindustrie_chimique_lindustrie_pharmaceutique_cosmetique_lagroalimentaire_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Pollution_atmospherique;Obligatoire;42.0;
Universite;Universite_de_Strasbourg;Sciences_analytiques;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_a_pour_objectif_de_former_des_experts_dans_le_domaine_des_sciences_analytiques_Elle_commence_par_une_formation_de_chimie_et_de_chimie_physique_de_haut_niveau_puis_les_etudiants_sont_formes_la_comprehension_des_principes_et_la_mise_en_uvre_des_methodes_la_pointe_des_sciences_analytiques_Les_secteurs_dactivites_vises_sont_lindustrie_chimique_lindustrie_pharmaceutique_cosmetique_lagroalimentaire_lenvironnement;Bac+3;Bac+5;2.0;120.0;oui;non;Mecanismes_et_evaluation_de_la_pollution_de_lenvironnement;Obligatoire;24.0;
Universite;Universite_de_Strasbourg;Chemoinformatique;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_est_specialisee_en_chemoinformatique_Cette_discipline_vise_collecter_stocker_et_modeliser_linformation_en_chimie_Les_competences_visees_par_cette_specialite_sont_la_modelisation_en_chimie_linformatique_et_les_statistiques_Les_metiers_vises_sont_modelisateur_en_chimie_chimiephysique_et_chimie_therapeutique_analyste_operationnel_ingenieur_detudes_et_developpement_architecte_administrateur_de_chimiotheques_support_technique_informatique_et_logiciel_en_chimie;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Sciences_analytiques_pour_les_bioindustries;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_a_pour_objectif_de_former_des_specialistes_de_lanalyse_physicochimique_et_biologique_conception_developpement_validation_de_methodes_avec_des_competences_metiers_dans_les_secteurs_de_la_chimie_de_la_pharmacie_des_biotechnologies_de_lagroalimentaire_et_de_lenvironnement_Cette_formation_en_alternance_et_en_apprentissage_fonctionne_sur_deux_annees_avec_un_pourcentage_important_de_presence_en_entreprise;Bac+3;Bac+5;2.0;120.0;oui;non;Pollution_atmospherique;Obligatoire;42.0;1.0
Universite;Universite_de_Strasbourg;Sciences_analytiques_pour_les_bioindustries;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_a_pour_objectif_de_former_des_specialistes_de_lanalyse_physicochimique_et_biologique_conception_developpement_validation_de_methodes_avec_des_competences_metiers_dans_les_secteurs_de_la_chimie_de_la_pharmacie_des_biotechnologies_de_lagroalimentaire_et_de_lenvironnement_Cette_formation_en_alternance_et_en_apprentissage_fonctionne_sur_deux_annees_avec_un_pourcentage_important_de_presence_en_entreprise;Bac+3;Bac+5;2.0;120.0;oui;non;Evaluation_des_impacts_sur_lenvironnement_ACV;Obligatoire;72.0;
Universite;Universite_de_Strasbourg;Biophysicochimie_binational_FrancoAllemand;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_binationale_en_Biophysicochimie_permet_une_formation_approfondie_et_interdisciplinaire_en_biochimie_chimie_physique_et_dans_les_methodes_detudes_et_danalyse_physicochimiques_de_haut_niveau_au_sein_des_facultes_de_chimie_des_universites_de_Strasbourg_et_de_Freiburg_Allemagne_Il_sadresse_des_etudiants_interesses_par_une_formation_qui_repond_aux_besoins_de_la_recherche_et_de_lindustrie_dans_le_domaine_des_biosciences_Elle_est_ainsi_bien_ancree_dans_le_bassin_demploi_du_Rhin_superieur_qui_compte_lune_des_plus_fortes_concentrations_dindustries_biotechnologiques_et_pharmaceutiques_en_Europe_ainsi_quune_tres_forte_densite_de_laboratoires_de_recherche_publique_dans_ces_domaines;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Design_in_silico_des_molecules_bioactives;Sciences_Technologie_Sante;MASTER_Chimie;Cette_filiere_de_master_est_une_formation_la_modelisation_de_medicaments_laide_dapproches_in_silico_chemo_et_bioinformatique_pour_accelerer_la_decouverte_de_nouvelles_molecules_therapeutiques_Il_sagit_dune_formation_interdisciplinaire_en_biochimie_en_chimie_et_en_informatique_vocation_europeenne_Elle_sappuie_sur_des_semestres_dans_les_universites_de_Strasbourg_Paris_Diderot_et_Milan_Elle_prepare_aux_metiers_de_la_recherche_pour_linnovation_therapeutique_et_le_developpement_de_molecules_pharmacologiques;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;cole_universitaire_de_recherche_de_la_chimie_des_systemes_complexes;Sciences_Technologie_Sante;MASTER_Chimie;The_University_of_Strasbourg_introduces_the_new_international_integrated_MSc_PhD_program_Complex_Systems_Chemistry_CSC_starting_in_September_2018_This_graduate_school_will_welcome_outstanding_students_from_all_over_the_world;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Chimie_moleculaire_et_macromoleculaire;Sciences_Technologie_Sante;MASTER_Chimie;Le_parcours_Chimie_Moleculaire_Macromoleculaire_est_un_des_parcours_du_master_Chimie_coaccredite_UnistraUHA_Ce_parcours_est_porte_par_lUniversite_de_HauteAlsace_et_est_localise_sur_le_campus_de_lIllberg_Il_des_chimistes_ayant_une_excellente_comprehension_des_phenomenes_chimiques_moleculaires_dans_leur_ensemble_structure_fonction_et_reactivite_afin_de_permettre_une_specialisation_dans_le_domaine_de_la_chimie_appliquee_la_chimie_bioorganique_et_ou_la_chimie_et_photochimie_macromoleculaire;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Coproduction_internationale_duvres_cinematographiques_et_audiovisuelles;Arts_Lettres_Langues;MASTER_Cinema_et_audiovisuel;Le_Master_cinema_et_audiovisuel_se_deploie_en_deux_parcours_Theorie_analyse_et_histoire_des_formes_cinematographiquesCoproduction_internationale_duvres_cinematographiques_et_audiovisuellesCes_deux_parcours_constituent_certes_un_prolongement_de_la_licence_en_approfondissant_les_enseignements_theoriques_qui_visent_la_comprehension_des_enjeux_propres_aux_images_cinematographiques_Mais_de_plus_que_laccent_soit_porte_sur_le_champ_disciplinaire_des_etudes_cinematographiques_ou_sur_le_milieu_de_la_production_ces_deux_cursus_universitaires_engagent_les_etudiants_entretenir_aux_savoirs_un_rapport_plus_actif_et_creatif_et_les_mobiliser_dans_le_cadre_de_travaux_de_recherche_varies_seminaires_ecriture_scientifique;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Theorie_analyse_et_histoire_des_formes_cinematographiques;Arts_Lettres_Langues;MASTER_Cinema_et_audiovisuel;Le_Master_cinema_et_audiovisuel_se_deploie_en_deux_parcours_Theorie_analyse_et_histoire_des_formes_cinematographiquesCoproduction_internationale_duvres_cinematographiques_et_audiovisuellesCes_deux_parcours_constituent_certes_un_prolongement_de_la_licence_en_approfondissant_les_enseignements_theoriques_qui_visent_la_comprehension_des_enjeux_propres_aux_images_cinematographiques_Mais_de_plus_que_laccent_soit_porte_sur_le_champ_disciplinaire_des_etudes_cinematographiques_ou_sur_le_milieu_de_la_production_ces_deux_cursus_universitaires_engagent_les_etudiants_entretenir_aux_savoirs_un_rapport_plus_actif_et_creatif_et_les_mobiliser_dans_le_cadre_de_travaux_de_recherche_varies_seminaires_ecriture_scientifique;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Mondes_musulmans;Sciences_Humaines_et_sociales;MASTER_Civilisations_cultures_et_societes;La_finalite_de_ce_Master_Mondes_musulmans_est_la_formation_la_recherche_sur_lhistoire_des_mondes_musulmans_de_ses_origines_nos_jours_Sa_specificite_est_de_proposer_aux_etudiant_e_s_une_double_approche_lune_disciplinaire_liee_lapproche_historique_des_sources_documentaires_textuelles_artistiques_et_archeologiques_lautre_interdisciplinaire_relevant_des_domaines_des_langues_de_la_litterature_des_cultures_de_la_sociologie_du_droit_et_de_la_politique;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Comptabilite_contrle_audit_CCA;Droit_Economie_Gestion;MASTER_Comptabilite_contrle_audit;Maitriser_les_etats_financiers_et_les_ocnsequences_financieres_des_decisions_des_entreprises_Comprendre_la_problematique_de_la_gestion_de_dans_les_organisationsSavoir_determiner_les_consequences_des_decisions_dun_point_de_vue_fiscal;Bac+3;Bac+5;2.0;120.0;non;non;Enjeux_economiques_et_sociaux_en_Europe;Obligatoire;2.0;1.0
Universite;Universite_de_Strasbourg;Design_architecture_ville_et_information;Arts_Lettres_Langues;MASTER_Design;Le_design_cest_dessiner_dessein_cest_un_mode_dapproche_qui_interroge_invente_conoit_et_transforme_lenvironnement_des_hommes_depuis_la_conception_de_supports_graphiques_dobjets_jusquaux_espaces_de_larchitecture_de_la_ville_et_du_paysage_Cet_art_implique_dans_la_vie_se_situe_linterface_des_domaines_de_lart_de_la_culture_de_la_technologie_de_leconomie_du_politique;Bac+3;Bac+5;2.0;120.0;non;non;S1_Seminaire_interdisciplinaire_de_recherche_Choix_1;Obligatoire;18.0;1.0
Universite;Universite_de_Strasbourg;Design_projet;Arts_Lettres_Langues;MASTER_Design;Le_design_cest_dessiner_dessein_cest_un_mode_dapproche_qui_interroge_invente_conoit_et_transforme_lenvironnement_des_hommes_depuis_la_conception_de_supports_graphiques_dobjets_jusquaux_espaces_de_larchitecture_de_la_ville_et_du_paysage_Cet_art_implique_dans_la_vie_se_situe_linterface_des_domaines_de_lart_de_la_culture_de_la_technologie_de_leconomie_du_politique;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Multimedia;Arts_Lettres_Langues;MASTER_Design;_Ce_parcours_propose_un_ensemble_denseignements_diversifies_et_complementaires_enseignements_caractere_universitaire_et_professionnel_articules_autour_dun_projet_de_recherche_personnel_enseignements_developpant_des_connaissances_larges_en_multimedia;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Franais_Langue_etrangere_langue_seconde_langue_dintegration;Arts_Lettres_Langues;MASTER_Didactique_des_langues;Formateur_et_ou_conseiller_pedagogique_en_FLE_FLS_FLICoordinateur_pedagogiqueResponsable_de_formation_FLE_FLS_FLIResponsable_dun_centre_de_languesPoursuite_en_doctorat;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Formations_innovations_recherches_en_didactique_des_langues;Arts_Lettres_Langues;MASTER_Didactique_des_langues;Le_Master_Formations_Innovations_Recherches_en_didactique_des_langues_FIR_prepare_de_futurs_ingenieurs_pedagogiques_concepteurs_multimedia_et_responsables_de_la_formation_en_langues_Il_peut_fournir_un_complement_pertinent_pour_des_enseignants_en_exercice_Ce_parcours_ouvre_aussi_des_perspectives_de_recherches_universitaires_sur_lapprentissage_enseignement_des_langues;Bac+3;Bac+5;2.0;120.0;non;non;;;;1.0
Universite;Universite_de_Strasbourg;Cyberjustice;Droit_Economie_Gestion;MASTER_Droit;Le_parcours_Cyberjustice_pour_objectif_de_proposer_aux_etudiants_qui_souhaitent_sorienter_vers_les_differentes_professions_juridiques_magistrat_avocat_juriste_dentreprise_etc_une_formation_adaptee_aux_evolutions_contemporaines_de_ces_professions_liees_au_developpement_des_nouvelles_technologies;Bac+3;Bac+5;2.0;120.0;non;non;Enjeux_philosophiques_du_numerique;Obligatoire;9.0;1.0
