"Autres","Université Paris-Dauphine","M2 parcours Politiques d’entreprises et régulations sociales (130)","Sciences Humaines et sociales","Gestion","Le Master Action Publique et Régulations Sociales forme des spécialistes de l'action publique, des politiques environnementales et de la responsabilité sociale des entreprises. Il prépare à des carrières dans le secteur public et privé, ainsi qu’à la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/APS/programme//#FRUAI0750736TPRPRM1APRS","Oui","Non","Politiques urbaines et villes durables","Promouvoir la compétitivité économique et l’attractivité résidentielle, lutter contre l’étalement urbain et la ségrégation socio-spatiale, inventer de nouveaux modèles pour une ville plus durable","Obligatoire","2.0","18h","Contrôle continu : 50 %, Contrôle final : 50 %","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Politiques d’entreprises et régulations sociales (130)","Sciences Humaines et sociales","Gestion","Le Master Action Publique et Régulations Sociales forme des spécialistes de l'action publique, des politiques environnementales et de la responsabilité sociale des entreprises. Il prépare à des carrières dans le secteur public et privé, ainsi qu’à la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/APS/programme//#FRUAI0750736TPRPRM1APRS","Oui","Non","Politiques responsables entreprises","Structurer sa politique de RSE","Obligatoire","2.0","6h","Exposé sur les résultats d'une mini-enquête.","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Politiques d’entreprises et régulations sociales (130)","Sciences Humaines et sociales","Gestion","Le Master Action Publique et Régulations Sociales forme des spécialistes de l'action publique, des politiques environnementales et de la responsabilité sociale des entreprises. Il prépare à des carrières dans le secteur public et privé, ainsi qu’à la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/APS/programme//#FRUAI0750736TPRPRM1APRS","Oui","Non","Développement durable et responsabilités environnementales","La référence à d’importantes phases de développement observées au Japon, en Europe Centrale ou en Chine permet d’illustrer comment des organisations ont pu, d’une situation à l’autre, jouer/prendre des rôles très différents.","Optionnel","2.0","12.0","Dossier sous-forme d’article.","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Politiques publiques et opinion. Études, enquêtes, évaluations (244)","Sciences Humaines et sociales","Gestion","Le Master Action Publique et Régulations Sociales forme des spécialistes de l'action publique, des politiques environnementales et de la responsabilité sociale des entreprises. Il prépare à des carrières dans le secteur public et privé, ainsi qu’à la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/APS/programme//#FRUAI0750736TPRPRM1APRS","Oui","Non","Politiques urbaines et villes durables","Promouvoir la compétitivité économique et l’attractivité résidentielle, lutter contre l’étalement urbain et la ségrégation socio-spatiale, inventer de nouveaux modèles pour une ville plus durable","Optionnel","2.0","18h","Contrôle continu : 50 %, Contrôle final : 50 %","Voie Professionnelle + Voie Recherche (les deux = optionnel)","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Gestion publique (DEP)","Sciences Humaines et sociales","Gestion","Le Master Action Publique et Régulations Sociales forme des spécialistes de l'action publique, des politiques environnementales et de la responsabilité sociale des entreprises. Il prépare à des carrières dans le secteur public et privé, ainsi qu’à la recherche.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/APS/programme//#FRUAI0750736TPRPRM1APRS","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Mondialisation et environnement","""Mondialisation dans la mise en oeuvre de politiques environnementales nationales"", ""bien public global, havre de pollution, éco-dumping, courbe environnementale de Kuznets""","Optionnel","4.0","36h","Contrôle continu : 50%, Examen : 50%","","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Management et développement durable","« Responsabilité sociétale de l’Entreprise », « enjeux du Développement Durable »","Optionnel","4.0","36h","Contrôle continu (Exposé – Fiche de synthèse) 40% Contrôle Terminal (Examen écrit) 60% ","","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Green Accounting in Management & Sustainable Development","Principaux enjeux et problématiques relatifs à la gestion d’entreprise socio-environnementale, avec un focus sur la comptabilité","Obligatoire","4.0","36h","Contrôle continu : 50%, dont Exposé, 33% et Document écrit, 66% Examen final : 50%","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Environmental Economy","Pollution locale, transfrontalière ou globale, ou encore pour garantir aux générations futures une consommation minimale.","Obligatoire","4.0","36.0","Contrôle continu : 25%     Examen final : 75%","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Corporate Social Responsability","RSE","Obligatoire","4.0","36.0","Examen et exposés en binôme.","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","International Environmental Law and New Regulations","Le cours traite des enjeux fondamentaux de la politique environnementale dans une perspective internationale.","Obligatoire","4.0","36.0","Contrôle continu et examen terminal.","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Oui","Energy and Climate Change","Human activity related CO2 emissions, energy supply and demand, both for fossil fuel and renewable sources of energy","Obligatoire","4.0","36.0","One presentation, One final exam","Semestre 2 Majeure Developpement durable + Majeure Peace studies","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Improbable","Philosophie du développement durable","Pensée grecque puis médiévale que constitue la notion de progrès aux 17ème et 18ème siècle, consommation, la monétarisation de l’environnement, à la croissance et aux nouveaux indicateurs de richesse sont également traités","Obligatoire","2.0","18.0","Une prestation orale plus participation au cours : 50%     Un devoir d'une heure et demie à la dernière séance : 50%","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Suivi des projets sur le développement durable","Bilan-carbone de l’université Paris Dauphine - Gestion des déchets à l’université Paris Dauphine : quelles marges de progrès ? - La consommation de papier à l’université Paris Dauphine","Obligatoire","2.0","18.0","Evaluation continue et rendu final des projets (rapport écrit et présentation orale)","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Improbable","Sustainable Finance","New financing models, Sustainable finance dynamic
From Ethical screening to Impact investment
Social & Governace indicators into investment models
conomic value of sustainability
Measuring impact : tools & options, 

    Evolutions in Sustainable Investing by Cary Krosinsky
    www.unpri.org
    www.novethic.fr
    Positive Finance by Philippe Zaouati

","Obligatoire","2.0","18.0","100% exam","Semestre 2 Majeure Developpement durable","1.0"
"Autres","Université Paris-Dauphine","M1 Affaires internationales et développement ","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Environmental Law","Introduction au droit de l’environnement de l’Union européenne","Obligatoire","2.0","18.0","QCM en classe et participation orale (Réalisation d’exposés sur la base du volontariat).","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Affaires internationales (212)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Oui","Economie du changement climatique","The end of free carbon - Global warming is a perfect illustration of the “Tragedy of the Commons”, Kyoto protocol framework, CO2 tax, European ETS, carbon price","Optionnel","3.0","24.0","Examen sur table.","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Affaires internationales (212)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Oui","Economie des hydrocarbures","Production, transport, transformation, distribution, lien consommation d'énergie / croissance économique / prix","Optionnel","3.0","24.0","Examen sur table.","Semestre 4, M2 parcours Affaires internationales (212)","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Affaires internationales (212)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Oui","Economie des matières premières","Enjeux environnementaux et d'équité intra et inter, générationnelle concernant les ressources naturelles, en particulier épuisables, « Economie des ressources naturelles » et « Economie de l’environnement »","Optionnel","3.0","24.0","Examen sur table.","Semestre 4, M2 parcours Affaires internationales (212)","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (239)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Economie et développement durable","Histoire économique du développement durable","Obligatoire","3.0","21.0","     Examen sur table (3h00)     Fiche de lecture","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (239)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Droit de l'environnement et droit social","Administration de l’environnement, principes généraux, contentieux de l’environnement","Obligatoire","3.0","21.0","Exposé pour les étudiants choisissant le 'droit de l’environnement' comme majeur. Pour tous, examen sur table : note de synthèse ou cas pratique","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (239)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Urbanisme, territoires et développement durable","Histoire urbaine et fondements de l'urbanisme, Enjeux, Panorama ","Obligatoire","2.0","18.0","      Etudes de cas     Devoir écrit","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (239)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Les essentiels de la RSE et de la démarche stratégique","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (293) Professionnel et EMP","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Economie et développement durable","Histoire économique du développement durable","Obligatoire","3.0","21.0","     Examen sur table (3h00)     Fiche de lecture","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (293) Professionnel et EMP","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Droit de l'environnement et droit social","Administration de l’environnement, principes généraux, contentieux de l’environnement","Obligatoire","3.0","21.0","Exposé pour les étudiants choisissant le 'droit de l’environnement' comme majeur. Pour tous, examen sur table : note de synthèse ou cas pratique","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et responsabilités des organisations (293) Professionnel et EMP","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Urbanisme, territoires et développement durable","Histoire urbaine et fondements de l'urbanisme, Enjeux, Panorama ","Obligatoire","2.0","18.0","      Etudes de cas     Devoir écrit","","1.0"
"","","M2 parcours Développement durable et responsabilités des organisations (293) Professionnel et EMP","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Les essentiels de la RSE et de la démarche stratégique","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Diagnostic économique international (211)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Economie internationale et développement (111)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Peace studies (127)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Improbable","Non","
    Géopolitique de l'environnement
","Non indiqué ","Optionnel","3.0","24.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Développement durable et organisations (DEP)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Supply-chain internationale (217)","Droit, Economie, Gestion","Gestion","Propose un apprentissage approfondi et complet des compétences requises dans les domaines des relations internationales et du développement. Tourné vers l’international, AID forme aux métiers liés aux enjeux économiques sociaux et environnementaux des organisations, ainsi qu’à la recherche et aux études.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/AID/programme//#FRUAI0750736TPRPRMM1AID","Oui","Non","Transport express et urbain et développement durable","Logistique urbaine, contraintes de circulation, Contraintes de stationnement, développement durable","Obligatoire","2.0","21.0","groupe de travail / projet","","1.0"
"Autres","Université Paris-Dauphine","M1 Contrôle, audit, reporting en formation initiale ","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+3","Bac+4","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Oui","Non","Responsabilité dans l'entreprise et développement durable ","Définitions du développement durable, RSE, ONGs, syndicats, consommateurs, éthique, commerce équitable, comportements ","Optionnel","2.0","18.0","     Examen terminal     Présence aux cours obligatoire","","1.0"
"Autres","Université Paris-Dauphine","M1 Contrôle, audit, reporting formation en apprentissage","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+3","Bac+4","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Conseil et recherche en audit et contrôle (124)","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Contrôle, gouvernance et stratégie (202)","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Financial control – MeM (267)","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Oui","Non","Stratégie et responsabilité sociale des entreprises","Compétences de diagnostic et de prescription, RSE enjeux défis stratégiques ","Obligatoire","3.0","21.0","Rédaction d’une « Fiche dilemme » (Travail oral & écrit en groupe) : 25% Rédaction d’un « Rapport d’audit » (Travail écrit en groupe ) : 50% Rédaction d’une « Fiche critique » sur un rapport d’audit (Travail écrit en groupe) : 25% ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Internal audit & risk management (232)","Droit, Economie, Gestion","Gestion","Le master CAR forme aux métiers du contrôle de gestion, du contrôle financier, de l’audit en cabinet et du risk management dans les directions financières et d’audit des entreprises : des postes clés et des profils recherchés dès la sortie d’étude par les entreprises.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Oui","Non","Corporate Social Responsability and Risks","CSR approach, Structure, CSR teams, CSR management program","Obligatoire","3.0","21.0","Examen final.","","1.0"
"Autres","Université Paris-Dauphine","Master Comptabilité Contrôle Audit (CCA)","Droit, Economie, Gestion","Gestion","La filière CCA est une formation sélective en trois ans qui débute en 3e année de Licence et se poursuit avec deux années de Master. L’objectif est de permettre aux étudiants d’acquérir des compétences de nature technique, méthodologique et institutionnelle qui les rendent rapidement opérationnels. Il s’agit de parvenir à articuler des savoirs techniques avec le contexte économique, social et politique dans lequel ils s’insèrent.","Bac+2","Bac+6","3.0","180.0","http://mastercca.dauphine.fr/fr/formation/deroulement-des-etudes.html","Improbable","Improbable","Economie des grands enjeux contemporains","Analyser les problèmes macro et microéconomiques contemporains, trouver et interpréter les données pertinentes, organiser les informations et préparer des exposés","Obligatoire","4.0","24.0","     Exposé et participation en classe : 50%     Examen oral : 50%","possibilité d'intégrer notions énergie et autres dans ce cours","1.0"
"Autres","Université Paris-Dauphine","M1 Droit","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+3","Bac+4","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Administration fiscale - programme international (227)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit approfondi de l'entreprise (122)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Oui","Non","L'entreprise et le développement durable","Genèse de la RSE, Instruments de la RSE, Aspect mondialisé de la RSE","Obligatoire","2.0","     CM : 12 h     Travail personnel : 24 h","Examen terminal","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit approfondi de l'entreprise (122)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Oui","Non","Corporate Social Responsibility in the 21st century","Current international and interdisciplinary research and thinking on Corporate Social Responsibility","Obligatoire","6.0","     CM : 30 h     Travail personnel : 30 h","Contôle continu: 40% Examen oral: 60%","","1.0"
